200912	1031	A	009511148	L	1	0	0
200912	1031	B	010056543	L	1	0	0
200912	1031	C	001061801	L	1	0	0
200912	1031	D	009822046	L	1	0	0
200912	1031	E	007003471	L	1	0	0
200912	1031	F	004047478	L	1	0	0
200912	1031	G	001483196	L	1	0	0
200912	1031	H	005696941	L	1	0	0
200912	1032	A	008422796	L	1	0	0
200912	1032	B	024349179	L	1	0	0
200912	1032	C	012076827	L	1	0	0
200912	1032	C	012230486	L	0	0	0
200912	1032	D	001042076	L	1	0	0
200912	1032	E	001065750	L	0	0	0
200912	1032	E	XXXXXXXXX	0	0	0	0
200912	1032	F	002817306	L	1	0	0
200912	1032	G	010623022	L	1	0	0
200912	1032	H	004834984	L	1	0	0
200912	1033	A	005410894	L	1	0	0
200912	1033	B	003419568	L	1	0	0
200912	1033	C	007001886	L	1	0	0
200912	1033	D	001076825	L	1	0	0
200912	1033	E	003591425	L	1	0	0
200912	1033	F	001079336	L	1	0	0
200912	1033	G	020369914	L	1	0	0
200912	1034	A	005965284	L	1	0	0
200912	1034	B	001078127	L	1	0	0
200912	1034	C	011214169	L	1	0	0
200912	1034	D	010741890	L	1	0	0
200912	1034	E	027191053	L	1	0	0
200912	1034	F	009241698	L	1	0	0
200912	1034	G	005409896	L	1	0	0
200912	1034	H	001080474	L	1	0	0
200912	1035	A	008951136	L	1	0	0
200912	1035	B	008603618	L	1	0	0
200912	1035	C	008087725	L	1	0	0
200912	1035	D	004260244	L	1	0	0
200912	1035	E	000883298	L	1	0	0
200912	1035	F	004289277	L	1	0	0
200912	1035	G	008226008	L	1	0	0
200912	1036	A	001081098	L	1	0	0
200912	1036	B	009173099	L	1	0	0
200912	1036	C	001082051	L	1	0	0
200912	1036	D	009504885	L	1	0	0
200912	1036	E	001053639	L	1	0	0
200912	1036	F	006439381	L	1	0	0
200912	1036	G	007297319	L	1	0	0
200912	1041	A	011215106	L	1	0	0
200912	1041	B	001041088	L	1	0	0
200912	1041	C	001047647	L	1	0	0
200912	1041	D	005369266	L	1	0	0
200912	1041	E	002461684	L	1	0	0
200912	1041	F	001039415	L	1	0	0
200912	1041	G	005037697	L	1	0	0
200912	1041	H	004835875	L	1	0	0
200912	1041	I	008156530	L	1	0	0
200912	1051	A	011553621	L	1	0	0
200912	1051	B	003546039	L	1	0	0
200912	1051	C	007296177	L	1	0	0
200912	1051	D	001036912	L	1	0	0
200912	1051	E	009241744	L	1	0	0
200912	1051	F	001075381	L	1	0	0
200912	1051	G	007517246	L	1	0	0
200912	1052	A	XXXXXXXXX	0	0	0	0
200912	1052	B	009373195	L	1	0	0
200912	1052	C	006208827	L	1	0	0
200912	1052	D	XXXXXXXXX	0	0	0	0
200912	1052	E	001072900	L	1	0	0
200912	1052	F	001073117	L	1	0	0
200912	1052	G	011479448	L	1	0	0
200912	1061	A	001051180	L	1	0	0
200912	1061	B	001054783	L	1	0	0
200912	1061	C	005539242	L	1	0	0
200912	1061	D	008950830	L	1	0	0
200912	1061	E	011478662	L	1	0	0
200912	1061	F	XXXXXXXXX	0	0	0	0
200912	1061	G	001045857	L	1	0	0
200912	1061	H	002806827	L	1	0	0
200912	1071	A	009934928	L	1	0	0
200912	1071	B	009849726	L	1	0	0
200912	1071	C	001109472	L	1	0	0
200912	1071	D	010907926	L	1	0	0
200912	1071	E	010636604	L	1	0	0
200912	1071	F	020040998	L	1	0	0
200912	1071	G	008603499	L	1	0	0
200912	1071	H	001114255	L	1	0	0
200912	1071	I	001108859	L	1	0	0
200912	1072	A	008627932	L	1	0	0
200912	1072	B	009710302	L	1	0	0
200912	1072	C	003433633	L	1	0	0
200912	1072	D	005944708	L	1	0	0
200912	1072	E	026848903	L	1	0	0
200912	1072	F	001111353	L	1	0	0
200912	1072	G	001112082	L	1	0	0
200912	1072	H	001115448	L	1	0	0
200912	1072	I	001135260	L	1	0	0
200912	1072	J	011056253	L	1	0	0
200912	1073	A	XXXXXXXXX	0	0	0	0
200912	1073	B	023976722	L	1	0	0
200912	1073	C	001121480	L	1	0	0
200912	1073	D	010890977	L	1	0	0
200912	1073	E	006185673	L	1	0	0
200912	1073	F	007633416	L	1	0	0
200912	1073	G	001122061	L	1	0	0
200912	1073	H	007634099	L	1	0	0
200912	1073	I	011389112	L	1	0	0
200912	1074	A	002616726	L	1	0	0
200912	1074	B	001846965	L	1	0	0
200912	1074	C	001129589	L	1	0	0
200912	1074	D	020056991	L	1	0	0
200912	1074	E	009772413	L	1	0	0
200912	1074	F	001131427	L	1	0	0
200912	1074	G	001131184	L	1	0	0
200912	1074	H	008380120	L	1	0	0
200912	1074	I	021073156	L	1	0	0
200912	1074	J	009844805	L	1	0	0
200912	1075	A	003121151	L	1	0	0
200912	1075	B	001095404	L	1	0	0
200912	1075	C	004851099	L	1	0	0
200912	1075	D	001134175	L	1	0	0
200912	1075	E	003303349	L	1	0	0
200912	1075	F	005715407	L	1	0	0
200912	1075	G	012015909	L	1	0	0
200912	1075	H	011765742	L	1	0	0
200912	1075	I	020498692	L	1	0	0
200912	1075	J	011509746	L	1	0	0
