200816	000062669	08/008	000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200816	000919233	08/008	000	0	0	0	0	0	0	0	16716	0	0	0	0	0	0	0	0	0
200816	000928151	08/008	000	0	0	0	0	0	0	0	29717	0	0	0	0	0	0	0	0	0
200816	000932345	08/008	000	0	0	0	0	0	0	0	10974	0	0	0	0	0	0	0	0	0
200816	000934739	08/008	000	0	0	0	0	0	0	0	6247	0	0	0	0	0	0	0	0	0
200816	000940100	08/008	000	0	0	0	0	0	0	0	53836	0	0	0	0	0	0	0	0	0
200816	000953423	08/008	000	0	0	0	0	0	0	0	4031	0	0	0	0	0	0	0	0	0
200816	000957801	08/008	000	0	0	0	0	0	0	0	5202	0	0	0	0	0	0	0	0	0
200816	000959480	08/008	000	0	0	0	0	0	0	0	8365	0	0	0	0	0	0	0	0	0
200816	001182366	08/008	000	0	0	0	0	0	0	0	12172	0	0	0	0	0	0	0	0	0
200816	001647970	08/008	000	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
200816	001840738	08/008	000	0	0	0	0	0	0	0	12637	0	0	0	0	0	0	0	0	0
200816	001850881	08/008	000	0	1	0	0	7	0	7	5818	0	0	0	0	0	0	0	0	0
200816	002103923	08/008	000	0	0	0	0	0	0	0	12775	0	0	0	0	0	0	0	0	0
200816	002150905	08/008	000	0	0	0	0	0	0	0	15685	0	0	0	0	0	0	0	0	0
200816	002700654	08/008	000	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
200816	003011801	08/008	000	0	0	0	0	0	0	0	19636	0	0	0	0	0	0	0	0	0
200816	003017273	08/008	000	0	0	0	0	0	0	0	7888	0	0	0	0	0	0	0	0	0
200816	003129128	08/008	000	0	0	0	0	0	0	0	2708	0	0	0	0	0	0	0	0	0
200816	003260682	08/008	000	0	1	0	0	9	0	9	18864	0	0	0	0	0	0	0	0	0
200816	003348180	08/008	000	0	1	0	0	9	0	9	37017	0	0	0	0	0	0	0	0	0
200816	003385590	08/008	000	0	0	0	0	0	0	0	25792	0	0	0	0	0	0	0	0	0
200816	003705692	08/008	000	0	0	0	0	0	0	0	2898	0	0	0	0	0	0	0	0	0
200816	003868362	08/008	000	0	1	0	0	9	0	9	34120	0	0	0	0	0	0	0	0	0
200816	003949826	08/008	000	0	0	0	0	0	0	0	15511	0	0	0	0	0	0	0	0	0
200816	004391799	08/008	000	0	1	0	0	10	0	10	9664	0	0	0	0	0	0	0	0	0
200816	004472136	08/008	000	0	0	0	0	0	0	0	3815	0	0	0	0	0	0	0	0	0
200816	004488598	08/008	000	0	0	0	0	0	0	0	3052	0	0	0	0	0	0	0	0	0
200816	004586263	08/008	000	0	0	0	0	0	0	0	12583	0	0	0	0	0	0	0	0	0
200816	004753763	08/008	000	0	0	0	0	0	0	0	20644	0	0	0	0	0	0	0	0	0
200816	005071666	08/008	000	0	0	0	0	0	0	0	4596	0	0	0	0	0	0	0	0	0
200816	005189160	08/008	000	0	1	0	0	11	0	11	11425	0	0	0	0	0	0	0	0	0
200816	005236045	08/008	000	0	0	0	0	0	0	0	2217	0	0	0	0	0	0	0	0	0
200816	005341159	08/008	000	0	0	0	0	0	0	0	3118	0	0	0	0	0	0	0	0	0
200816	005585821	08/008	000	0	0	0	0	0	0	0	4017	0	0	0	0	0	0	0	0	0
200816	005979943	08/008	000	0	0	0	0	0	0	0	8587	0	0	0	0	0	0	0	0	0
200816	006143814	08/008	000	0	0	0	0	0	0	0	5027	0	0	0	0	0	0	0	0	0
200816	006182763	08/008	000	0	0	0	0	0	0	0	9694	0	0	0	0	0	0	0	0	0
200816	006452507	08/008	000	0	0	0	0	0	0	0	22935	0	0	0	0	0	0	0	0	0
200816	007084145	08/008	000	0	0	0	0	0	0	0	6028	0	0	0	0	0	0	0	0	0
200816	007198833	08/008	000	0	0	0	0	0	0	0	24219	0	0	0	0	0	0	0	0	0
200816	007199104	08/008	000	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
200816	007259646	08/008	000	0	0	0	0	0	0	0	6859	0	0	0	0	0	0	0	0	0
200816	007998791	08/008	000	0	0	0	0	0	0	0	5042	0	0	0	0	0	0	0	0	0
200816	008371288	08/008	000	0	0	0	0	0	0	0	12806	0	0	0	0	0	0	0	0	0
